STATISTIC,STATISTIC Label,TLIST(A1),Year,Town,C02172V02618,Type of Vehicle Registration,C01841V02268,Type of Fuel,UNIT,VALUE
TEA17,New Vehicles Licensed for the First Time,2019,2019,,01604,New Machines or Contrivances,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2019,2019,,01604,New Machines or Contrivances,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2019,2019,,01604,New Machines or Contrivances,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2019,2019,,01605,Other Classes New Other Vehicles,-,All fuel types,Number,346
TEA17,New Vehicles Licensed for the First Time,2019,2019,,01605,Other Classes New Other Vehicles,1,Petrol,Number,0
TEA17,New Vehicles Licensed for the First Time,2019,2019,,01605,Other Classes New Other Vehicles,2,Diesel,Number,341
TEA17,New Vehicles Licensed for the First Time,2019,2019,,01605,Other Classes New Other Vehicles,3,Other fuel types,Number,1
TEA17,New Vehicles Licensed for the First Time,2019,2019,,01605,Other Classes New Other Vehicles,4,Petrol and electric hybrid,Number,4
TEA17,New Vehicles Licensed for the First Time,2019,2019,,01605,Other Classes New Other Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2019,2019,,01605,Other Classes New Other Vehicles,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,-,All Vehicles,-,All fuel types,Number,116514
TEA17,New Vehicles Licensed for the First Time,2020,2020,,-,All Vehicles,1,Petrol,Number,34586
TEA17,New Vehicles Licensed for the First Time,2020,2020,,-,All Vehicles,2,Diesel,Number,64008
TEA17,New Vehicles Licensed for the First Time,2020,2020,,-,All Vehicles,3,Other fuel types,Number,19
TEA17,New Vehicles Licensed for the First Time,2020,2020,,-,All Vehicles,4,Petrol and electric hybrid,Number,10433
TEA17,New Vehicles Licensed for the First Time,2020,2020,,-,All Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,2496
TEA17,New Vehicles Licensed for the First Time,2020,2020,,-,All Vehicles,9,Diesel and electric hybrid,Number,529
TEA17,New Vehicles Licensed for the First Time,2020,2020,,011,New Private Cars,-,All fuel types,Number,84309
TEA17,New Vehicles Licensed for the First Time,2020,2020,,011,New Private Cars,1,Petrol,Number,31507
TEA17,New Vehicles Licensed for the First Time,2020,2020,,011,New Private Cars,2,Diesel,Number,36208
TEA17,New Vehicles Licensed for the First Time,2020,2020,,011,New Private Cars,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,011,New Private Cars,4,Petrol and electric hybrid,Number,9787
TEA17,New Vehicles Licensed for the First Time,2020,2020,,011,New Private Cars,7,Petrol or Diesel plug-in hybrid electric,Number,2402
TEA17,New Vehicles Licensed for the First Time,2020,2020,,011,New Private Cars,9,Diesel and electric hybrid,Number,465
TEA17,New Vehicles Licensed for the First Time,2020,2020,,012,New Goods Vehicles,-,All fuel types,Number,21495
TEA17,New Vehicles Licensed for the First Time,2020,2020,,012,New Goods Vehicles,1,Petrol,Number,21
TEA17,New Vehicles Licensed for the First Time,2020,2020,,012,New Goods Vehicles,2,Diesel,Number,20977
TEA17,New Vehicles Licensed for the First Time,2020,2020,,012,New Goods Vehicles,3,Other fuel types,Number,19
TEA17,New Vehicles Licensed for the First Time,2020,2020,,012,New Goods Vehicles,4,Petrol and electric hybrid,Number,1
TEA17,New Vehicles Licensed for the First Time,2020,2020,,012,New Goods Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,14
TEA17,New Vehicles Licensed for the First Time,2020,2020,,012,New Goods Vehicles,9,Diesel and electric hybrid,Number,20
TEA17,New Vehicles Licensed for the First Time,2020,2020,,013,New Tractors,-,All fuel types,Number,2190
TEA17,New Vehicles Licensed for the First Time,2020,2020,,013,New Tractors,1,Petrol,Number,89
TEA17,New Vehicles Licensed for the First Time,2020,2020,,013,New Tractors,2,Diesel,Number,2101
TEA17,New Vehicles Licensed for the First Time,2020,2020,,013,New Tractors,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,013,New Tractors,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,013,New Tractors,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,013,New Tractors,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,014,New Motor Cycles,-,All fuel types,Number,1709
TEA17,New Vehicles Licensed for the First Time,2020,2020,,014,New Motor Cycles,1,Petrol,Number,1674
TEA17,New Vehicles Licensed for the First Time,2020,2020,,014,New Motor Cycles,2,Diesel,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,014,New Motor Cycles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,014,New Motor Cycles,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,014,New Motor Cycles,7,Petrol or Diesel plug-in hybrid electric,Number,1
TEA17,New Vehicles Licensed for the First Time,2020,2020,,014,New Motor Cycles,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,015,New Exempt Vehicles,-,All fuel types,Number,5692
TEA17,New Vehicles Licensed for the First Time,2020,2020,,015,New Exempt Vehicles,1,Petrol,Number,1288
TEA17,New Vehicles Licensed for the First Time,2020,2020,,015,New Exempt Vehicles,2,Diesel,Number,3671
TEA17,New Vehicles Licensed for the First Time,2020,2020,,015,New Exempt Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,015,New Exempt Vehicles,4,Petrol and electric hybrid,Number,589
TEA17,New Vehicles Licensed for the First Time,2020,2020,,015,New Exempt Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,78
TEA17,New Vehicles Licensed for the First Time,2020,2020,,015,New Exempt Vehicles,9,Diesel and electric hybrid,Number,44
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01601,New Public Service Vehicles,-,All fuel types,Number,379
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01601,New Public Service Vehicles,1,Petrol,Number,3
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01601,New Public Service Vehicles,2,Diesel,Number,316
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01601,New Public Service Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01601,New Public Service Vehicles,4,Petrol and electric hybrid,Number,56
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01601,New Public Service Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,1
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01601,New Public Service Vehicles,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016011,New Small Public Service Vehicles,-,All fuel types,Number,212
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016011,New Small Public Service Vehicles,1,Petrol,Number,3
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016011,New Small Public Service Vehicles,2,Diesel,Number,149
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016011,New Small Public Service Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016011,New Small Public Service Vehicles,4,Petrol and electric hybrid,Number,56
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016011,New Small Public Service Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,1
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016011,New Small Public Service Vehicles,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016012,New Large Public Service Vehicles,-,All fuel types,Number,167
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016012,New Large Public Service Vehicles,1,Petrol,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016012,New Large Public Service Vehicles,2,Diesel,Number,167
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016012,New Large Public Service Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016012,New Large Public Service Vehicles,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016012,New Large Public Service Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,016012,New Large Public Service Vehicles,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01604,New Machines or Contrivances,-,All fuel types,Number,415
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01604,New Machines or Contrivances,1,Petrol,Number,1
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01604,New Machines or Contrivances,2,Diesel,Number,413
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01604,New Machines or Contrivances,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01604,New Machines or Contrivances,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01604,New Machines or Contrivances,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01604,New Machines or Contrivances,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01605,Other Classes New Other Vehicles,-,All fuel types,Number,325
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01605,Other Classes New Other Vehicles,1,Petrol,Number,3
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01605,Other Classes New Other Vehicles,2,Diesel,Number,322
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01605,Other Classes New Other Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01605,Other Classes New Other Vehicles,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01605,Other Classes New Other Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2020,2020,,01605,Other Classes New Other Vehicles,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,-,All Vehicles,-,All fuel types,Number,142376
TEA17,New Vehicles Licensed for the First Time,2021,2021,,-,All Vehicles,1,Petrol,Number,36472
TEA17,New Vehicles Licensed for the First Time,2021,2021,,-,All Vehicles,2,Diesel,Number,68468
TEA17,New Vehicles Licensed for the First Time,2021,2021,,-,All Vehicles,3,Other fuel types,Number,322
TEA17,New Vehicles Licensed for the First Time,2021,2021,,-,All Vehicles,4,Petrol and electric hybrid,Number,16976
TEA17,New Vehicles Licensed for the First Time,2021,2021,,-,All Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,7995
TEA17,New Vehicles Licensed for the First Time,2021,2021,,-,All Vehicles,9,Diesel and electric hybrid,Number,2527
TEA17,New Vehicles Licensed for the First Time,2021,2021,,011,New Private Cars,-,All fuel types,Number,101853
TEA17,New Vehicles Licensed for the First Time,2021,2021,,011,New Private Cars,1,Petrol,Number,32950
TEA17,New Vehicles Licensed for the First Time,2021,2021,,011,New Private Cars,2,Diesel,Number,34396
TEA17,New Vehicles Licensed for the First Time,2021,2021,,011,New Private Cars,3,Other fuel types,Number,292
TEA17,New Vehicles Licensed for the First Time,2021,2021,,011,New Private Cars,4,Petrol and electric hybrid,Number,16027
TEA17,New Vehicles Licensed for the First Time,2021,2021,,011,New Private Cars,7,Petrol or Diesel plug-in hybrid electric,Number,7626
TEA17,New Vehicles Licensed for the First Time,2021,2021,,011,New Private Cars,9,Diesel and electric hybrid,Number,2008
TEA17,New Vehicles Licensed for the First Time,2021,2021,,012,New Goods Vehicles,-,All fuel types,Number,28387
TEA17,New Vehicles Licensed for the First Time,2021,2021,,012,New Goods Vehicles,1,Petrol,Number,28
TEA17,New Vehicles Licensed for the First Time,2021,2021,,012,New Goods Vehicles,2,Diesel,Number,27258
TEA17,New Vehicles Licensed for the First Time,2021,2021,,012,New Goods Vehicles,3,Other fuel types,Number,23
TEA17,New Vehicles Licensed for the First Time,2021,2021,,012,New Goods Vehicles,4,Petrol and electric hybrid,Number,7
TEA17,New Vehicles Licensed for the First Time,2021,2021,,012,New Goods Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,20
TEA17,New Vehicles Licensed for the First Time,2021,2021,,012,New Goods Vehicles,9,Diesel and electric hybrid,Number,157
TEA17,New Vehicles Licensed for the First Time,2021,2021,,013,New Tractors,-,All fuel types,Number,2491
TEA17,New Vehicles Licensed for the First Time,2021,2021,,013,New Tractors,1,Petrol,Number,63
TEA17,New Vehicles Licensed for the First Time,2021,2021,,013,New Tractors,2,Diesel,Number,2428
TEA17,New Vehicles Licensed for the First Time,2021,2021,,013,New Tractors,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,013,New Tractors,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,013,New Tractors,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,013,New Tractors,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,014,New Motor Cycles,-,All fuel types,Number,2335
TEA17,New Vehicles Licensed for the First Time,2021,2021,,014,New Motor Cycles,1,Petrol,Number,2260
TEA17,New Vehicles Licensed for the First Time,2021,2021,,014,New Motor Cycles,2,Diesel,Number,4
TEA17,New Vehicles Licensed for the First Time,2021,2021,,014,New Motor Cycles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,014,New Motor Cycles,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,014,New Motor Cycles,7,Petrol or Diesel plug-in hybrid electric,Number,5
TEA17,New Vehicles Licensed for the First Time,2021,2021,,014,New Motor Cycles,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,015,New Exempt Vehicles,-,All fuel types,Number,5604
TEA17,New Vehicles Licensed for the First Time,2021,2021,,015,New Exempt Vehicles,1,Petrol,Number,1163
TEA17,New Vehicles Licensed for the First Time,2021,2021,,015,New Exempt Vehicles,2,Diesel,Number,3002
TEA17,New Vehicles Licensed for the First Time,2021,2021,,015,New Exempt Vehicles,3,Other fuel types,Number,5
TEA17,New Vehicles Licensed for the First Time,2021,2021,,015,New Exempt Vehicles,4,Petrol and electric hybrid,Number,911
TEA17,New Vehicles Licensed for the First Time,2021,2021,,015,New Exempt Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,244
TEA17,New Vehicles Licensed for the First Time,2021,2021,,015,New Exempt Vehicles,9,Diesel and electric hybrid,Number,219
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01601,New Public Service Vehicles,-,All fuel types,Number,630
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01601,New Public Service Vehicles,1,Petrol,Number,1
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01601,New Public Service Vehicles,2,Diesel,Number,311
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01601,New Public Service Vehicles,3,Other fuel types,Number,2
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01601,New Public Service Vehicles,4,Petrol and electric hybrid,Number,31
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01601,New Public Service Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,100
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01601,New Public Service Vehicles,9,Diesel and electric hybrid,Number,143
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016011,New Small Public Service Vehicles,-,All fuel types,Number,156
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016011,New Small Public Service Vehicles,1,Petrol,Number,1
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016011,New Small Public Service Vehicles,2,Diesel,Number,79
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016011,New Small Public Service Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016011,New Small Public Service Vehicles,4,Petrol and electric hybrid,Number,31
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016011,New Small Public Service Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016011,New Small Public Service Vehicles,9,Diesel and electric hybrid,Number,5
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016012,New Large Public Service Vehicles,-,All fuel types,Number,474
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016012,New Large Public Service Vehicles,1,Petrol,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016012,New Large Public Service Vehicles,2,Diesel,Number,232
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016012,New Large Public Service Vehicles,3,Other fuel types,Number,2
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016012,New Large Public Service Vehicles,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016012,New Large Public Service Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,100
TEA17,New Vehicles Licensed for the First Time,2021,2021,,016012,New Large Public Service Vehicles,9,Diesel and electric hybrid,Number,138
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01604,New Machines or Contrivances,-,All fuel types,Number,570
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01604,New Machines or Contrivances,1,Petrol,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01604,New Machines or Contrivances,2,Diesel,Number,570
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01604,New Machines or Contrivances,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01604,New Machines or Contrivances,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01604,New Machines or Contrivances,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01604,New Machines or Contrivances,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01605,Other Classes New Other Vehicles,-,All fuel types,Number,506
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01605,Other Classes New Other Vehicles,1,Petrol,Number,7
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01605,Other Classes New Other Vehicles,2,Diesel,Number,499
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01605,Other Classes New Other Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01605,Other Classes New Other Vehicles,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01605,Other Classes New Other Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2021,2021,,01605,Other Classes New Other Vehicles,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,-,All Vehicles,-,All fuel types,Number,137248
TEA17,New Vehicles Licensed for the First Time,2022,2022,,-,All Vehicles,1,Petrol,Number,34749
TEA17,New Vehicles Licensed for the First Time,2022,2022,,-,All Vehicles,2,Diesel,Number,56370
TEA17,New Vehicles Licensed for the First Time,2022,2022,,-,All Vehicles,3,Other fuel types,Number,751
TEA17,New Vehicles Licensed for the First Time,2022,2022,,-,All Vehicles,4,Petrol and electric hybrid,Number,20259
TEA17,New Vehicles Licensed for the First Time,2022,2022,,-,All Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,7749
TEA17,New Vehicles Licensed for the First Time,2022,2022,,-,All Vehicles,9,Diesel and electric hybrid,Number,1102
TEA17,New Vehicles Licensed for the First Time,2022,2022,,011,New Private Cars,-,All fuel types,Number,101349
TEA17,New Vehicles Licensed for the First Time,2022,2022,,011,New Private Cars,1,Petrol,Number,30627
TEA17,New Vehicles Licensed for the First Time,2022,2022,,011,New Private Cars,2,Diesel,Number,27188
TEA17,New Vehicles Licensed for the First Time,2022,2022,,011,New Private Cars,3,Other fuel types,Number,717
TEA17,New Vehicles Licensed for the First Time,2022,2022,,011,New Private Cars,4,Petrol and electric hybrid,Number,19015
TEA17,New Vehicles Licensed for the First Time,2022,2022,,011,New Private Cars,7,Petrol or Diesel plug-in hybrid electric,Number,7447
TEA17,New Vehicles Licensed for the First Time,2022,2022,,011,New Private Cars,9,Diesel and electric hybrid,Number,893
TEA17,New Vehicles Licensed for the First Time,2022,2022,,012,New Goods Vehicles,-,All fuel types,Number,23655
TEA17,New Vehicles Licensed for the First Time,2022,2022,,012,New Goods Vehicles,1,Petrol,Number,121
TEA17,New Vehicles Licensed for the First Time,2022,2022,,012,New Goods Vehicles,2,Diesel,Number,22974
TEA17,New Vehicles Licensed for the First Time,2022,2022,,012,New Goods Vehicles,3,Other fuel types,Number,25
TEA17,New Vehicles Licensed for the First Time,2022,2022,,012,New Goods Vehicles,4,Petrol and electric hybrid,Number,15
TEA17,New Vehicles Licensed for the First Time,2022,2022,,012,New Goods Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,10
TEA17,New Vehicles Licensed for the First Time,2022,2022,,012,New Goods Vehicles,9,Diesel and electric hybrid,Number,99
TEA17,New Vehicles Licensed for the First Time,2022,2022,,013,New Tractors,-,All fuel types,Number,2368
TEA17,New Vehicles Licensed for the First Time,2022,2022,,013,New Tractors,1,Petrol,Number,68
TEA17,New Vehicles Licensed for the First Time,2022,2022,,013,New Tractors,2,Diesel,Number,2299
TEA17,New Vehicles Licensed for the First Time,2022,2022,,013,New Tractors,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,013,New Tractors,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,013,New Tractors,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,013,New Tractors,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,014,New Motor Cycles,-,All fuel types,Number,2871
TEA17,New Vehicles Licensed for the First Time,2022,2022,,014,New Motor Cycles,1,Petrol,Number,2772
TEA17,New Vehicles Licensed for the First Time,2022,2022,,014,New Motor Cycles,2,Diesel,Number,18
TEA17,New Vehicles Licensed for the First Time,2022,2022,,014,New Motor Cycles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,014,New Motor Cycles,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,014,New Motor Cycles,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,014,New Motor Cycles,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,015,New Exempt Vehicles,-,All fuel types,Number,5534
TEA17,New Vehicles Licensed for the First Time,2022,2022,,015,New Exempt Vehicles,1,Petrol,Number,1149
TEA17,New Vehicles Licensed for the First Time,2022,2022,,015,New Exempt Vehicles,2,Diesel,Number,2590
TEA17,New Vehicles Licensed for the First Time,2022,2022,,015,New Exempt Vehicles,3,Other fuel types,Number,8
TEA17,New Vehicles Licensed for the First Time,2022,2022,,015,New Exempt Vehicles,4,Petrol and electric hybrid,Number,1191
TEA17,New Vehicles Licensed for the First Time,2022,2022,,015,New Exempt Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,291
TEA17,New Vehicles Licensed for the First Time,2022,2022,,015,New Exempt Vehicles,9,Diesel and electric hybrid,Number,64
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01601,New Public Service Vehicles,-,All fuel types,Number,537
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01601,New Public Service Vehicles,1,Petrol,Number,8
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01601,New Public Service Vehicles,2,Diesel,Number,381
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01601,New Public Service Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01601,New Public Service Vehicles,4,Petrol and electric hybrid,Number,35
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01601,New Public Service Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,1
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01601,New Public Service Vehicles,9,Diesel and electric hybrid,Number,44
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016011,New Small Public Service Vehicles,-,All fuel types,Number,162
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016011,New Small Public Service Vehicles,1,Petrol,Number,8
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016011,New Small Public Service Vehicles,2,Diesel,Number,59
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016011,New Small Public Service Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016011,New Small Public Service Vehicles,4,Petrol and electric hybrid,Number,35
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016011,New Small Public Service Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,1
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016011,New Small Public Service Vehicles,9,Diesel and electric hybrid,Number,2
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016012,New Large Public Service Vehicles,-,All fuel types,Number,375
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016012,New Large Public Service Vehicles,1,Petrol,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016012,New Large Public Service Vehicles,2,Diesel,Number,322
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016012,New Large Public Service Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016012,New Large Public Service Vehicles,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016012,New Large Public Service Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,016012,New Large Public Service Vehicles,9,Diesel and electric hybrid,Number,42
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01604,New Machines or Contrivances,-,All fuel types,Number,561
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01604,New Machines or Contrivances,1,Petrol,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01604,New Machines or Contrivances,2,Diesel,Number,557
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01604,New Machines or Contrivances,3,Other fuel types,Number,1
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01604,New Machines or Contrivances,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01604,New Machines or Contrivances,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01604,New Machines or Contrivances,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01605,Other Classes New Other Vehicles,-,All fuel types,Number,373
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01605,Other Classes New Other Vehicles,1,Petrol,Number,4
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01605,Other Classes New Other Vehicles,2,Diesel,Number,363
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01605,Other Classes New Other Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01605,Other Classes New Other Vehicles,4,Petrol and electric hybrid,Number,3
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01605,Other Classes New Other Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2022,2022,,01605,Other Classes New Other Vehicles,9,Diesel and electric hybrid,Number,2
